block_name,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27
ww12_beg[0]-ee12_end[0]-5,0,0,0,188,-2182,188,-2182,192,-11166,192,-11166,196,-14150,196,-14150,200,-23134,200,-23134,204,-26118,204,-26118,208,-27590,208,-27590,-2208,-26262,-2208,-26262,-2212,-23278,-2212,-23278,-2216,-14294,-2216,-14294,-2220,-11310,-2220,-11310,-2224,-2326,-2224,-2326,-2228,658,-2228,658,-2232,9000,-2232,9000,-2000
ww12_beg[1]-ee12_end[1]-5,0,0,0,189,-2182,189,-2182,193,-11166,193,-11166,197,-14150,197,-14150,201,-23134,201,-23134,205,-26118,205,-26118,209,-27595,209,-27595,-2209,-26270,-2209,-26270,-2213,-23286,-2213,-23286,-2217,-14302,-2217,-14302,-2221,-11318,-2221,-11318,-2225,-2334,-2225,-2334,-2229,650,-2229,650,-2233,9000,-2233,9000,-2000
ww12_beg[2]-ee12_end[2]-5,0,0,0,190,-2182,190,-2182,194,-11166,194,-11166,198,-14150,198,-14150,202,-23134,202,-23134,206,-26118,206,-26118,210,-27600,210,-27600,-2210,-26278,-2210,-26278,-2214,-23294,-2214,-23294,-2218,-14310,-2218,-14310,-2222,-11326,-2222,-11326,-2226,-2342,-2226,-2342,-2230,642,-2230,642,-2234,9000,-2234,9000,-2000
ww12_beg[3]-ee12_end[3]-5,0,0,0,191,-2182,191,-2182,195,-11166,195,-11166,199,-14150,199,-14150,203,-23134,203,-23134,207,-26118,207,-26118,211,-27605,211,-27605,-2211,-26286,-2211,-26286,-2215,-23302,-2215,-23302,-2219,-14318,-2219,-14318,-2223,-11334,-2223,-11334,-2227,-2350,-2227,-2350,-2231,634,-2231,634,-2235,9000,-2235,9000,-2000
ww12_beg[0]-ee12_end[0]-6,0,0,0,188,-8182,188,-8182,192,-11166,192,-11166,196,-20150,196,-20150,200,-23134,200,-23134,204,-32118,204,-32118,208,-35102,208,-35102,212,-36594,212,-36594,-2212,-35278,-2212,-35278,-2216,-32294,-2216,-32294,-2220,-23310,-2220,-23310,-2224,-20326,-2224,-20326,-2228,-11342,-2228,-11342,-2232,-9000,-2232,-9000,-2000
ww12_beg[1]-ee12_end[1]-6,0,0,0,189,-8182,189,-8182,193,-11166,193,-11166,197,-20150,197,-20150,201,-23134,201,-23134,205,-32118,205,-32118,209,-35102,209,-35102,213,-36599,213,-36599,-2213,-35286,-2213,-35286,-2217,-32302,-2217,-32302,-2221,-23318,-2221,-23318,-2225,-20334,-2225,-20334,-2229,-11350,-2229,-11350,-2233,-9000,-2233,-9000,-2000
ww12_beg[2]-ee12_end[2]-6,0,0,0,190,-8182,190,-8182,194,-11166,194,-11166,198,-20150,198,-20150,202,-23134,202,-23134,206,-32118,206,-32118,210,-35102,210,-35102,214,-36604,214,-36604,-2214,-35294,-2214,-35294,-2218,-32310,-2218,-32310,-2222,-23326,-2222,-23326,-2226,-20342,-2226,-20342,-2230,-11358,-2230,-11358,-2234,-9000,-2234,-9000,-2000
ww12_beg[3]-ee12_end[3]-6,0,0,0,191,-8182,191,-8182,195,-11166,195,-11166,199,-20150,199,-20150,203,-23134,203,-23134,207,-32118,207,-32118,211,-35102,211,-35102,215,-36609,215,-36609,-2215,-35302,-2215,-35302,-2219,-32318,-2219,-32318,-2223,-23334,-2223,-23334,-2227,-20350,-2227,-20350,-2231,-11366,-2231,-11366,-2235,-9000,-2235,-9000,-2000
ww12_beg[0]-ee12_end[0]-7,0,0,0,188,-2182,188,-2182,192,-11166,192,-11166,196,-14150,196,-14150,200,-23134,200,-23134,204,-26118,204,-26118,208,-35102,208,-35102,212,-38086,212,-38086,216,-39598,216,-39598,-2216,-38294,-2216,-38294,-2220,-35310,-2220,-35310,-2224,-26326,-2224,-26326,-2228,-23342,-2228,-23342,-2232,-15000,-2232,-15000,-2000
ww12_beg[1]-ee12_end[1]-7,0,0,0,189,-2182,189,-2182,193,-11166,193,-11166,197,-14150,197,-14150,201,-23134,201,-23134,205,-26118,205,-26118,209,-35102,209,-35102,213,-38086,213,-38086,217,-39603,217,-39603,-2217,-38302,-2217,-38302,-2221,-35318,-2221,-35318,-2225,-26334,-2225,-26334,-2229,-23350,-2229,-23350,-2233,-15000,-2233,-15000,-2000
ww12_beg[2]-ee12_end[2]-7,0,0,0,190,-2182,190,-2182,194,-11166,194,-11166,198,-14150,198,-14150,202,-23134,202,-23134,206,-26118,206,-26118,210,-35102,210,-35102,214,-38086,214,-38086,218,-39608,218,-39608,-2218,-38310,-2218,-38310,-2222,-35326,-2222,-35326,-2226,-26342,-2226,-26342,-2230,-23358,-2230,-23358,-2234,-15000,-2234,-15000,-2000
ww12_beg[3]-ee12_end[3]-7,0,0,0,191,-2182,191,-2182,195,-11166,195,-11166,199,-14150,199,-14150,203,-23134,203,-23134,207,-26118,207,-26118,211,-35102,211,-35102,215,-38086,215,-38086,219,-39613,219,-39613,-2219,-38318,-2219,-38318,-2223,-35334,-2223,-35334,-2227,-26350,-2227,-26350,-2231,-23366,-2231,-23366,-2235,-15000,-2235,-15000,-2000
ww12_beg[0]-ee12_end[0]-8,0,0,0,188,-8182,188,-8182,192,-11166,192,-11166,196,-20150,196,-20150,200,-23134,200,-23134,204,-32118,204,-32118,208,-35102,208,-35102,212,-44086,212,-44086,216,-47070,216,-47070,220,-48602,220,-48602,-2220,-47310,-2220,-47310,-2224,-44326,-2224,-44326,-2228,-35342,-2228,-35342,-2232,-33000,-2232,-33000,-2000
ww12_beg[1]-ee12_end[1]-8,0,0,0,189,-8182,189,-8182,193,-11166,193,-11166,197,-20150,197,-20150,201,-23134,201,-23134,205,-32118,205,-32118,209,-35102,209,-35102,213,-44086,213,-44086,217,-47070,217,-47070,221,-48607,221,-48607,-2221,-47318,-2221,-47318,-2225,-44334,-2225,-44334,-2229,-35350,-2229,-35350,-2233,-33000,-2233,-33000,-2000
ww12_beg[2]-ee12_end[2]-8,0,0,0,190,-8182,190,-8182,194,-11166,194,-11166,198,-20150,198,-20150,202,-23134,202,-23134,206,-32118,206,-32118,210,-35102,210,-35102,214,-44086,214,-44086,218,-47070,218,-47070,222,-48612,222,-48612,-2222,-47326,-2222,-47326,-2226,-44342,-2226,-44342,-2230,-35358,-2230,-35358,-2234,-33000,-2234,-33000,-2000
ww12_beg[3]-ee12_end[3]-8,0,0,0,191,-8182,191,-8182,195,-11166,195,-11166,199,-20150,199,-20150,203,-23134,203,-23134,207,-32118,207,-32118,211,-35102,211,-35102,215,-44086,215,-44086,219,-47070,219,-47070,223,-48617,223,-48617,-2223,-47334,-2223,-47334,-2227,-44350,-2227,-44350,-2231,-35366,-2231,-35366,-2235,-33000,-2235,-33000,-2000
ww12_beg[0]-ee12_end[0]-9,0,0,0,188,-2182,188,-2182,192,-11166,192,-11166,196,-14150,196,-14150,200,-23134,200,-23134,204,-26118,204,-26118,208,-35102,208,-35102,212,-38086,212,-38086,216,-47070,216,-47070,220,-50054,220,-50054,224,-51606,224,-51606,-2224,-50326,-2224,-50326,-2228,-47342,-2228,-47342,-2232,-39000,-2232,-39000,-2000
ww12_beg[1]-ee12_end[1]-9,0,0,0,189,-2182,189,-2182,193,-11166,193,-11166,197,-14150,197,-14150,201,-23134,201,-23134,205,-26118,205,-26118,209,-35102,209,-35102,213,-38086,213,-38086,217,-47070,217,-47070,221,-50054,221,-50054,225,-51611,225,-51611,-2225,-50334,-2225,-50334,-2229,-47350,-2229,-47350,-2233,-39000,-2233,-39000,-2000
ww12_beg[2]-ee12_end[2]-9,0,0,0,190,-2182,190,-2182,194,-11166,194,-11166,198,-14150,198,-14150,202,-23134,202,-23134,206,-26118,206,-26118,210,-35102,210,-35102,214,-38086,214,-38086,218,-47070,218,-47070,222,-50054,222,-50054,226,-51616,226,-51616,-2226,-50342,-2226,-50342,-2230,-47358,-2230,-47358,-2234,-39000,-2234,-39000,-2000
ww12_beg[3]-ee12_end[3]-9,0,0,0,191,-2182,191,-2182,195,-11166,195,-11166,199,-14150,199,-14150,203,-23134,203,-23134,207,-26118,207,-26118,211,-35102,211,-35102,215,-38086,215,-38086,219,-47070,219,-47070,223,-50054,223,-50054,227,-51621,227,-51621,-2227,-50350,-2227,-50350,-2231,-47366,-2231,-47366,-2235,-39000,-2235,-39000,-2000
ww12_beg[0]-ee12_end[0]-10,0,0,0,188,-8182,188,-8182,192,-11166,192,-11166,196,-20150,196,-20150,200,-23134,200,-23134,204,-32118,204,-32118,208,-35102,208,-35102,212,-44086,212,-44086,216,-47070,216,-47070,220,-56054,220,-56054,224,-59038,224,-59038,228,-60610,228,-60610,-2228,-59342,-2228,-59342,-2232,-57000,-2232,-57000,-2000
ww12_beg[1]-ee12_end[1]-10,0,0,0,189,-8182,189,-8182,193,-11166,193,-11166,197,-20150,197,-20150,201,-23134,201,-23134,205,-32118,205,-32118,209,-35102,209,-35102,213,-44086,213,-44086,217,-47070,217,-47070,221,-56054,221,-56054,225,-59038,225,-59038,229,-60615,229,-60615,-2229,-59350,-2229,-59350,-2233,-57000,-2233,-57000,-2000
ww12_beg[2]-ee12_end[2]-10,0,0,0,190,-8182,190,-8182,194,-11166,194,-11166,198,-20150,198,-20150,202,-23134,202,-23134,206,-32118,206,-32118,210,-35102,210,-35102,214,-44086,214,-44086,218,-47070,218,-47070,222,-56054,222,-56054,226,-59038,226,-59038,230,-60620,230,-60620,-2230,-59358,-2230,-59358,-2234,-57000,-2234,-57000,-2000
ww12_beg[3]-ee12_end[3]-10,0,0,0,191,-8182,191,-8182,195,-11166,195,-11166,199,-20150,199,-20150,203,-23134,203,-23134,207,-32118,207,-32118,211,-35102,211,-35102,215,-44086,215,-44086,219,-47070,219,-47070,223,-56054,223,-56054,227,-59038,227,-59038,231,-60625,231,-60625,-2231,-59366,-2231,-59366,-2235,-57000,-2235,-57000,-2000
ww12_beg[0]-ee12_end[0]-11,0,0,0,188,-2182,188,-2182,192,-11166,192,-11166,196,-14150,196,-14150,200,-23134,200,-23134,204,-26118,204,-26118,208,-35102,208,-35102,212,-38086,212,-38086,216,-47070,216,-47070,220,-50054,220,-50054,224,-59038,224,-59038,228,-62022,228,-62022,232,-63614,232,-63614,-2232,-63000,-2232,-63000,-2000
ww12_beg[1]-ee12_end[1]-11,0,0,0,189,-2182,189,-2182,193,-11166,193,-11166,197,-14150,197,-14150,201,-23134,201,-23134,205,-26118,205,-26118,209,-35102,209,-35102,213,-38086,213,-38086,217,-47070,217,-47070,221,-50054,221,-50054,225,-59038,225,-59038,229,-62022,229,-62022,233,-63619,233,-63619,-2233,-63000,-2233,-63000,-2000
ww12_beg[2]-ee12_end[2]-11,0,0,0,190,-2182,190,-2182,194,-11166,194,-11166,198,-14150,198,-14150,202,-23134,202,-23134,206,-26118,206,-26118,210,-35102,210,-35102,214,-38086,214,-38086,218,-47070,218,-47070,222,-50054,222,-50054,226,-59038,226,-59038,230,-62022,230,-62022,234,-63624,234,-63624,-2234,-63000,-2234,-63000,-2000
ww12_beg[3]-ee12_end[3]-11,0,0,0,191,-2182,191,-2182,195,-11166,195,-11166,199,-14150,199,-14150,203,-23134,203,-23134,207,-26118,207,-26118,211,-35102,211,-35102,215,-38086,215,-38086,219,-47070,219,-47070,223,-50054,223,-50054,227,-59038,227,-59038,231,-62022,231,-62022,235,-63629,235,-63629,-2235,-63000,-2235,-63000,-2000
